1	-41.15		1	-43.19	36	-61.02	
38	-59.57		2997	-2837	-12.59	39.89	16.835	-34.62	331.76	10.78	-19.20		753	857	1203
31.74	10.98	-19.35		752	818	1229
40.77	28.95	-26.65		416	-1750	2379
41.02	29.27	-26.37		342	-1692	2402
53.04	16.65	-12.58		280	860	1065
53.24	16.14	-12.48		319	900	1053
51.85	9.39	-12.99		850	1598	1339
51.79	9.41	-12.92		835	1581	1335
49.15	12.94	-12.47		364	1280	1402
49.06	13.05	-12.52		353	1263	1407
50.24	13.72	-14.38		493	929	1418
50.42	13.70	-14.40		517	949	1412
52.04	16.97	-14.87		558	626	2066
9.76	11.01.07	61.41
110.81	-51.23	55.40
187	-71.35		2778	79171	-73.02-.55	-28.6
-161.61	34.11	-26.1-.08	56.06
-173.77	14.41	58.48		-806	-3118	5810
-174.71	13.48	-163.00		-2198	5959	13575
-176.63	11.73	-159.91		-1908	6476	13528
33.81	-11.11	-26.22		2149	1525	2243
33.07	-9.82	-24.72		1902	1566	2062
72.24	15.23	-67.80		5297	691	4951
73.75	15.04	-70.88		5505	1023	5409
-148.99	-4.26	147.80		2285	1066	14391
-146.41	-4.41	144.41		2664	723	14214
-132.36	2.54	39.41		2725	-768	3422
-132.35	3.03	38.08		2677	-684	3313
-135.63	42.47	18.87		4925	2337	2931
-136.26	43.18	18.72		4944	2285	2883
-129.77	32.75	5.97		2265	3481	1910
-129.67	32.41	5.99		2176	3454	1898
105.87	4.96	52.86	-21	53.19	-.54	53.43		5409	--45	53.11	-.63	37.24-53	36.75	-62	5.98		-83	5.12	169.60	54.56	69.90		146	-4902	4778
172.32	55.50	74.06		144	-4926	4993
145.66	8.79	155.60		-3320	1031	14994
144.04	6.02	155.74		-3157	1017	15142
164.36	-84.72	120.63		380	-5066	10254
179.09	-85.38	106.61		502	-5129	10067
-38.00	-57.80	3.59		5540	-1935	5550
-37.76	-57.07	3.46		5459	-1872	5520
-8.18	-26.77	2.01		4460	2110	2554
-6.81	-25.55	1.32		4365	2170	2509
-49.99	28.87	-130.20		-1857	701	19632
-53.27	25.86	-135.87		-2079	712	19967
155.63	-70.34	-14.60		-4707	6146	8241
157.45	-67.94	-16.19		-5024	-426	-6772
