174.58	0.05	38.12		-42	-1035	2780
174.80	0.05	39.18		18	-1084	2908
-165.28	0.22	21.60		678	954	1619
-164.64	0.34	20.31		643	1111	1515
-159.18	8.52	27.17		1520	993	2296
-159.25	8.93	29.07		1618	787	2490
-179.51	4.00	24.96		528	572	2162
-179.99	3.55	22.96		490	872	2058
172.08	0.39	8.32		204	2534	1707
172.15	0.64	9.35		252	2384	1822
170.20	-1.84	12.03		-265	2073	1366
170.28	-1.72	12.07		-260	2047	1364
171.07	2.14	21.00		297	763	1834
171.07	2.03	20.93		281	782	1833
195	21.73		-329	760172.15	-2.94	21.71	106	21.85	107	21.87	14	24.78	104	24.90	16	26.23		168.59	0.23174.96	-0.18	31.38		25	-550	1758
175.29	-0.15	31.72		44	-586	1787
177.06	-2.08	25.49		-40	750	1935
176.60	-2.16	24.96		-98	766	1892
171.94	-0.56	15.30		43	1622	1410
172.01	-0.49	15.55		38	1569	1419
174.03	0.05	25.93		37	248	1806
174.23	0.08	26.03		58	251	1809
175.87	2.45	23.61		434	468	2085
175.52	2.44	23.27		413	566	2067
166.24	-7.31	9.72		-801	2470	1478
166.38	-7.93	9.18		-838	2603	1452
169.16	-46.50	20.92		271	11638	373
164.86	-47.18	29.43		33	11720	1457
-0.07	11.1114	7348
185	-19.48174	-18.40146.60	2.5273
11	10.32		1107	4.69		19	2.07		151	1462	2105.52	1.47	1.96		140	1439	2058
109.70	5.45	-1.99		769	1270	2071
110.23	5.61	-1.98		778	1249	2072
143.10	8.42	-0.72		1279	1054	2267
144.12	8.39	-0.81		1315	1128	2275
170.17	8.77	-0.94		1754	1997	2161
170.98	8.76	-0.74		1730	1993	2159
-155.45	5.60	5.79		1313	1540	2165
-154.82	5.59	5.83		1316	1543	2161
-132.71	12.71	11.85		1997	1922	2475
-131.62	12.98	12.18		2066	1961	2498
-108.87	22.80	21.81		3010	3114	2879
-108.72	23.04	22.07		3089	3125	2874
-111.52	25.15	24.39		3587	2687	2731
-111.91	25.07	24.10		3570	2670	2715
