-.51	-48.8-60.63	-30.55	-49.32		-2019	-2591	4506
-74.22	-18.98	-23.23		-775	-310	2168
-74.24	-18.63	-22.60		-733	-244	2103
-57.99	-13.35	-19.72		120	-10	2034
-57.71	-13.26	-19.96		65	-26	2028
-58.45	-10.38	-22.06		-538	325	1827
-58.75	-10.38	-21.96		-521	335	1826
-68.09	-9.82	-19.04		-208	547	1786
-68.25	-9.82	-19.07		-218	537	1796
-69.14	-11.82	-17.34		-9	408	1732
-69.11	-11.88	-17.26		5	402	1734
-69.19	-12.20	-18.46		-135	292	1773
-69.23	-12.14	-18.48		-148	298	1767
-69.64	-11.44	-16.4-.42	-16.00		74	545	1672
-.54	-10.9-57	-10.58-.29	-10.3-.26	-10.3-.09	-13.1-.08	-13.2-.62	-13.3-61.34	-15.64	-13.33		742	191	1996
-64.39	-8.69	-5.69		1492	1752	765
-64.34	-8.37	-5.40		1537	1901	708
-64.50	47.19	148.00		7146	728	13134
-65.55	48.52	147.04		6976	638	13137
-59.91	30.23	151.08		3724	197	13082
-60.65	29.32	150.66		3635	248	13205
-81.26	-14.08	125.26		4803	2376	12635
-81.09	-14.82	124.21		6723	10250	-15409
-54.46	-19.52	78.16		5453	5082	7037
-54.13	-19.42	77.62		5465	5102	6951
-40.12	-21.75	55.69		4624	4696	4470
-39.76	-21.90	55.14		4612	4653	4413
-.42	26.13-3	25.89	-.58	15.24-.55	14.93-.48	1.57	-.47	1.23	-.58	-8.10-.54	-8.22-20.74	-17.55	-6.86		1135	-698	1727
-20.66	-17.65	-6.82		1149	-670	1730
-3.06	-18.91	-11.33		1900	-805	2219
-2.54	-18.88	-11.43		1914	-798	2207
22.50	-18.41	-15.49		2788	54	2496
24.29	-18.37	-15.90		2871	99	2524
123.23	-14.20	-39.09		4493	5851	4071
125.64	-13.95	-39.63		4402	6001	4095
-170.72	6.78	-42.92		669	7071	3965
-169.23	7.62	-42.40		668	7055	3938
-130.16	11.12	-19.89		1060	4668	2581
-129.41	9.96	-20.16		967	4606	2575
-39.87	-46.01	-141.90		-4812	2350	14566
-36.41	-44.52	-146.32		-4688	2432	14698
6.82	-8.39	74.45		-2917	63808.14	-7.86	71.68
